109.971,109.94,109.982,109.959,138,43.84826961,-0.00487529,123322.22789132,28.90530678,109.99347377,-0.00828529,0.03178571,-0.03514156,109.91667317,0.00685844,-131.68662674,0.26744186,110.111287,-0.25476923,109.982,0.00497263,109.9785,0.30434783,99.95636641,41.68033223,109.99347377,-0.00323429,-0.00728755,178432,109.99146521,-0.03555333,0.01556246,39.73509934,-75.32467532,1.08988764,0.85842697,-131.21087187,-121.37518685,-112.46071362,-106.43889619,-115.45454546,-143.58974359,-128.86505809,-111.7647059,-95.95959599,-80.45977011,-67.30769231,-120.50599201,-111.22665126,-103.36434546,-100.67114094,-103.24718356,-108.3990487,-110.14168531,-112.42073853,-113.46303502,-108.47107438,-105.63800378,50.63291139,1
109.96,109.93,109.964,109.954,113,42.70902487,-0.00655294,123368.75730309,31.00244312,109.99270656,-0.01350588,0.03185714,-0.04212133,109.91613932,-0.00812133,-178.22938565,0.2875,110.1127885,-0.18253846,0,0.00595556,109.973,0.30088496,99.97363229,42.15753623,109.99270656,-0.00332188,-0.00837224,178319,109.98631869,-0.05052006,0.01500369,39.74358974,-72.4137931,1.10313901,0.88565022,-167.95217894,-158.75216638,-153.43589743,-164.72303208,-173.72013653,-158.54875284,-142.78606965,-137.77777779,-136.85636858,-131.37254902,-100,-176.59018298,-164.6090535,-149.41080196,-136.29684056,-129.37274412,-130.91938092,-136.56308621,-136.96498054,-144.05732642,-141.43687329,-137.68875839,55.43478261,0
109.955,109.93,109.955,109.934,116,38.41014604,-0.00969118,123289.87730309,32.81996127,109.99069067,-0.02029118,0.0325,-0.03667543,109.91444404,-0.01167543,-186.50472334,0.30263158,110.1126455,-0.41938462,0,0.00522104,109.9635,0.21551724,99.9627188,42.23253647,109.99069067,-0.00477967,-0.01072211,178203,109.982,-0.09516837,0.01408705,29.01234568,-95.40229885,1.06593407,0.90549451,-178.06675335,-169.71962617,-167.18480138,-172.25950784,-161.20481928,-150.1312336,-146.39889197,-133.46153847,-117.37089204,-97.84946237,-95.78947368,-196.2224554,-196.19726679,-185.01780814,-173.64511692,-158.70054115,-149.87958635,-150.29411765,-155.73797561,-156.01809955,-161.1938433,-160.25026624,46.53465347,0
109.935,109.9,109.94,109.922,361,36.06455618,-0.01287882,123325.97730309,36.48667686,109.98975293,-0.02785588,0.03335714,-0.06029322,109.91344876,-0.02029322,-203.09673684,0.24117647,110.1073545,-1.49953846,0,0.0072795,109.9485,0.11080332,99.94635437,32.92519326,109.98975293,-0.00628394,-0.01339824,177842,109.97576,-0.13183594,0.01943675,25.77319588,-81.1965812,1.10706638,0.85867238,-193.95505248,-191.53407386,-198.27818132,-186.20037808,-171.61936561,-160.90651558,-150.81300813,-143.23962517,-127.72585671,-118.01801802,-100,-213.93523061,-225.39397209,-231.15815163,-226.94259013,-215.84639953,-203.0516432,-192.00666715,-191.57622739,-194.82999035,-194.59529351,-199.9144986,50.50505051,0
109.921,109.911,109.947,109.942,231,42.380117,-0.01526882,123492.81063642,37.99433151,109.98857962,-0.03657059,0.0345,-0.04667991,109.91834826,-0.01067991,-119.09347714,0.25433526,110.1053525,-0.94176923,0,0.00766538,109.945,0.15584416,99.96908416,35.05803931,109.98857962,-0.00544976,-0.0137468,178073,109.9651536,-0.14271357,0.0181859,31.48148148,-64.1025641,1.09730849,0.86128364,-115.50822996,-110.41916168,-101.78839275,-93.18120076,-85.1372346,-77.26027397,-67.96331436,-56.84754522,-43.13725491,-18.41269841,20,-125.19122896,-131.9401762,-138.9365593,-144.57013575,-147.77777777,-147.27828747,-142.79238441,-139.7872793,-144.44088433,-143.96680314,-144.73146148,56.43564356,0
109.943,109.928,109.99,109.959,212,47.15817739,-0.01119059,123492.81063642,34.50616664,109.98765042,-0.03854412,0.03621429,-0.02986849,109.92319729,0.03213151,-13.7665669,0.34848485,110.105424,-0.73384615,109.99,0.00922546,109.945,0.29245283,99.96727124,35.73013127,109.98765042,-0.0032273,-0.0125071,178285,109.9,-0.12249099,0.01593351,48.42519685,-49.57264957,1.04536489,0.90138067,0.23947685,5.68181818,11.26966704,21.87028657,33.29499712,47.44376278,55.14322917,81.48148148,112.59079902,124.37810945,100,-21.65147265,-26.2295082,-29.95385261,-33.35040984,-38.42550274,-45.15534492,-50.99882491,-55.22180503,-60.98997295,-63.41523951,-65.3567003,60.86956522,1
109.96,109.924,109.96,109.96,246,47.43430981,-0.00737118,123738.81063642,31.98907849,109.98563885,-0.04002941,0.03721429,-0.03417299,109.9257614,0.00182701,-47.52365052,0.33165829,110.102421,0.13246154,0,0.01114201,109.945,0.14634146,99.96000145,28.95292849,109.98563885,-0.0013429,-0.01131353,178531,109.9018,-0.09296353,0.01460444,61.45038168,-48.27586207,1.10940499,0.86180422,-41.48936169,-35.32763533,-26.68502491,-17.42043551,-6.45595158,2.4964539,21.75141243,40.42553191,49.04405651,38.99371069,9.09090909,-56.02240896,-61.06995885,-65.26000545,-69.35007386,-73.40097707,-77.63475463,-82.05887476,-85.77994255,-87.86127168,-89.92544539,-92.72232305,73.13432836,1
109.961,109.935,109.97,109.963,243,48.30703397,-0.00181176,123884.61063642,28.06168584,109.98443586,-0.03801471,0.03507143,-0.02386257,109.92540847,0.01113743,-4.58207451,0.46341463,110.097273,-0.37384615,0,0.01393862,109.945,0.14403292,100.0090948,37.74051382,109.98443586,0.00039695,-0.01001015,178774,109.903564,-0.06743257,0.01490919,67.40740741,-35.05154639,1.09368635,0.96741344,1.13835378,11.249555,22.09422538,35.04761904,43.16087881,62.28153797,76.49301143,76.28205128,64.02439024,54.78547855,26.31578947,-9.99780268,-21.91780822,-28.7183843,-32.80898877,-36.25381054,-39.44283548,-43.75,-49.20053121,-58.44812555,-61.0755251,-63.42318059,71.42857143,0
109.961,109.954,110.031,110.01,237,59.61848909,0.01104353,123992.33790915,27.61816699,109.9826331,-0.02448529,0.03707143,-0.01216791,109.92627626,0.06483209,174.23901635,0.63425926,110.09284,0.52869231,110.031,0.01844802,109.9655,0.32489451,100.02454925,46.48621062,109.9826331,0.00515031,-0.00512561,179011,109.90529272,-0.01564723,0.02413164,74,-16.03053435,0.92292871,1.02312139,184.79205463,194.11206078,201.03066868,195.92430859,208.65968009,206.52712131,181.58236057,164.47105788,166.38513512,133.33333333,100,172.79411765,170.80979284,142.12269652,128.13945215,124.78942318,124.25842623,124.81652623,119.39101253,94.21157684,79.00169384,67.24820363,81.08108108,1
110.009,109.978,110.01,109.981,218,52.05025267,0.01842647,123815.21290915,27.233784,109.9798921,-0.01223529,0.03671429,0.00971322,109.9265796,0.04171322,126.81704261,0.62380952,110.0893365,0.08384615,0,0.02010515,109.9655,0.14678899,100,38.94960252,109.9798921,0.00630737,-0.00355368,178793,109.91032101,0.02745793,0.02553364,69.0851735,-38.16793893,0.97470817,1.03501946,131.5187671,134.71741638,128.9925494,132.43068988,125.03328895,112.67217631,101.08084738,85.52875695,68.16059756,52.91005291,32.89473684,119.40298508,118.80228974,117.93955635,97.82608695,88.23508919,85.85378225,85.3974122,85.67203418,71.65916909,60.77390568,48.84739511,60.41666667,1
109.98,109.978,110.021,110.019,187,59.33486188,0.01888,123984.81756031,27.93031868,109.97701578,-0.00509118,0.03757143,0.00246847,109.92699714,0.04546847,161.58529011,0.64545455,110.0859045,0.80553846,0,0.0173272,109.9655,0.22994652,100.03909944,45.32031785,109.97701578,0.00959723,0.00074973,178980,109.91514817,0.06428868,0.03252981,75.1497006,-9.16030534,0.94106464,1.03612167,160.63612696,149.76958525,147.58114443,134.50292397,121.73038229,109.72730973,100.03785728,91.09414758,79.71014492,78.30687831,96,160.41769446,156.14819086,159.1441738,161.49113282,143.42532468,135.43910026,135.13647643,136.89417949,135.8974359,125.19794141,111.89031243,65.78947368,0
110.018,110.006,110.039,110.021,190,59.6820378,0.02351353,123967.54483304,30.34911196,109.97262995,0.00943529,0.038,0.02397298,109.92698972,0.05697298,165.96931661,0.67226891,110.083831,0.83307692,110.039,0.01515244,109.9695,0.17368421,100.05274501,52.02481686,109.97262995,0.01145379,0.00427235,179170,109.91978224,0.098,0.03680141,74.8427673,-12.94964029,0.90789474,1.08082707,154.60636517,146.38511095,134.67614534,124.16817907,115.0990099,110.36924633,107.66219239,101.92307692,106.64605873,120,99.31506849,172.10884354,176.10747105,177.31693683,184.25492033,190.36288887,176.66891436,170.91790367,172.73752467,181.37896326,178.57142857,166.89038031,54.62962963,1
110.02,109.995,110.02,110,226,54.42766343,0.02236471,123831.94483304,29.46906344,109.9692738,0.01986176,0.03835714,0.01040541,109.9270496,0.03540541,94.56302152,0.67510549,110.0808995,0.52153846,0,0.01241848,109.975,0.11061947,100.03273799,50.44126699,109.9692738,0.01041127,0.00530833,178944,109.92693531,0.13155803,0.03396999,76.68918919,-28.05755396,0.90875233,1.08007449,88.59561517,81.81388757,75.08441872,68.42105263,61.95947989,55.61497326,49.16985951,37.85714285,6.5359477,-5.33333333,-54.54545455,101.07996603,105.77967562,109.06481289,110.46312178,115.34253946,119.64657549,110.18230325,105.90734282,108.96159317,111.80007516,109.57230143,60.3960396,1
110.001,109.969,110.007,109.971,159,48.12644495,0.01317529,123689.68167514,26.03450329,109.96848351,0.01946176,0.03992857,-0.01365251,109.92728609,0.02434749,32.48795334,0.59922179,110.076681,0.14676923,0,0.0071726,109.9815,0.23899371,100.00090934,45.18985923,109.96848351,0.0069054,0.00374611,178785,109.93365919,0.15320334,0.02676049,51.73745174,-48.92086331,0.94633274,1.01073345,29.22368054,24.61538461,18.24779679,6.38604065,-8.86469674,-20.5561422,-50.69808028,-116.31205674,-103.70370372,-133.33333333,-100,34.60493682,37.53904264,39.00298224,39.65957446,39.22666434,40.74993107,41.91027044,35.27785458,30.88512241,30.97616788,31.35085293,22.91666667,0
109.97,109.964,110.004,110.001,136,54.05260869,0.00604765,123805.28167514,23.63156946,109.96644632,0.01847647,0.03978571,-0.02127358,109.92750725,0.01872642,44.15733563,0.63559322,110.07425,0.49169231,0,0.00104927,109.9815,0.29411765,100.03819605,49.95205043,109.96644632,0.00610083,0.00487263,178921,109.93997964,0.14808917,0.02331077,36.95652174,-27.3381295,0.95870736,1.04129264,39.63862225,34.12127441,25.44717386,13.96520146,4.20168067,-18.57282502,-60.49382716,-52.95950156,-62.96296298,-48.88888889,-21.05263158,47.93601074,51.16603826,54.81036376,57.42123474,59.09168371,59.48230322,62.12737127,64.37899152,53.91435359,53.81916035,54.7008547,42.7184466,0
110,109.971,110.008,109.976,191,49.02618418,-0.00010118,123665.90329676,20.93425283,109.96537352,0.01668235,0.04,-0.01294878,109.92735629,0.02405122,27.72395037,0.66956522,110.071676,0.61707692,110.008,0.00428639,109.987,0.19371728,100.02000837,48.63183468,109.96537352,0.00326483,0.00370539,178730,109.94592086,0.12806102,0.0220746,23.18181818,-45.32374101,0.91964286,1.07142857,22.12937172,11.85121107,-2.05351587,-13.09328969,-37.91208791,-77.16535433,-67.65601218,-70.1754386,-58.88223554,-50.57471264,-16.66666667,31.85456972,34.92577598,37.22549206,40.09848751,42.0433145,43.2108418,43.30846863,45.26433254,40.68278805,37.40591981,37.06666667,38.26086957,1
109.977,109.977,110.004,109.985,173,50.79994587,-0.00641176,123595.42181528,18.59657842,109.96746017,0.01060588,0.04021429,-0.00709896,109.92784524,0.01990104,30.91070345,0.66956522,110.06853,0.83838462,0,0.00880475,109.9965,0.15606936,100.04639147,53.45826336,109.96746017,0.00152863,0.00346661,178903,109.95150561,0.10254307,0.02055449,33.98058252,-38.84892086,0.90941385,1.07992895,22.86069165,11.5958345,1.90546895,-19.27194861,-49.59871589,-43.82544104,-45.87570622,-37.53846154,-16.44245144,54.54545455,32,35.75547866,39.60555444,42.75063403,45.39116963,48.39927675,50.9090909,52.61913293,53.14581791,57.71217712,51.47544594,48.39701361,48.07692308,0
